Comp_OID,Oid_Type,Symbolic_name,CodingSystemName
2.16.840.1.113883.3.1070.5974,17,mckesson-fusion-5974,mckesson-fusion-5974
2.16.840.1.113883.3.5615,3,unival-ADR,"UNIVAL, Inc."
2.16.840.1.113883.3.5616,3,reid,Reid Hospital & Health Care Services
2.16.840.1.113883.3.5617,3,swmh-OID,Southwest Health System HL7 OID
2.16.840.1.113883.3.1070.5980,17,mckesson-fusion-5980,mckesson-fusion-5980
2.16.840.1.113883.17.4010,17,lakelandcancerspecialist,Lakeland Cancer Specialist
2.16.840.1.113883.3.5618,3,hchin,Harrison County Hospital
2.16.840.1.113883.3.5619,3,lifepoint,Lifepoint Informatics
2.16.840.1.113883.3.5620,3,hmhHuntsvilleMemorialHospital,HuntsvilleMemorialHospital
2.16.840.1.113883.3.5621,3,mrnpool,Jefferson Health Information Exchange
2.16.840.1.113883.3.5622,3,prhealth,JHIE Primary Health
2.16.840.1.113883.3.5623,3,cascha,JHIE CHA
2.16.840.1.113883.3.5624,3,dmcfh,DeSoto Memorial Center for Family Health
2.16.840.1.113883.13.274,13,allergyIntoleranceType,Allergy and Intolerance Type Value Set
2.16.840.1.113883.13.275,13,allergyIntoleranceCriticality,Allergy and Intolerance Criticality Value Set
2.16.840.1.113883.3.5625,3,physicianservices,physicianservices OID Root
2.16.840.1.113883.3.5626,3,nhcinc,"Neighborhood Health Clinic, Inc."
2.16.840.1.113883.3.5627,3,lmcfl,Lakeside Medical Center
2.16.840.1.113883.3.2402.200.5019,17,physicians-computer-company-clients-csp,Physician's Computer Company (PCC) Clients Coral Square Pediatrics
2.16.840.1.113883.3.2402.200.6857,17,physicians-computer-company-clients-trivalley,Physician's Computer Company (PCC) Clients Tri Valley Pediatrics
2.16.840.1.113883.3.5628,3,mep,Mary Ellen Padusi  O.D.
2.16.840.1.113883.3.5629,3,evc,Elliott Vision Care
2.16.840.1.113883.4.831,3,unival-ADR-Repository,Unival Advanced Directive Registry Repository ID
2.16.840.1.113883.3.1070.5960,17,mckesson-fusion-5960,mckesson-fusion-5960
2.16.840.1.113883.9.182,3,smh01,Saline Memorial Hospital ID for HIE
2.16.840.1.113883.3.5630,3,mphHIE,Monterey Park Hospital Health Information Exchange
2.16.840.1.113883.3.5631,3,hrhcare-ccda-insight-to-nyec,hrhcare-ccda-insight-to-nyec
2.16.840.1.113883.3.5632,3,firstchoice,First Choice Community Healthcare OID Root
2.16.840.1.113883.3.5633,3,jpmhfacility,JPMH Facility OID
2.16.840.1.113883.3.5634,3,jpmhprovider,JPMH Provider OID
1.3.6.1.4.1.22812.3.7415001.0,3,sma,Allscripts Touchworks EHR
1.3.6.1.4.1.22812.3.7415001.0.2,14,sma-patients,Patient assigning authority OID
2.16.840.1.113883.3.5635,3,wirralhospital,Wirral University Teaching Hospital NHS Foundation Trust
2.16.840.1.113883.3.5636,3,fhcmo,Family Health Center of Boone County
1.3.6.1.4.1.22812.3.745001.0.3,14,sma-providers,Provider assigning authority OID for SMA
2.16.840.1.113883.3.5637,3,larabida,La Rabida Children's Hospital Root ID
2.16.840.1.113883.3.5638,3,sjcentba,SJC ENT BA 
2.16.840.1.113883.3.5639,3,sjucss,St John Urgent Care Center Sand Springs
2.16.840.1.113883.3.5640,3,jvchc,Jordan Valley Community Health Center
2.16.840.1.113883.3.5641,3,cnsa,Carolina Neurosurgery & Spine
2.16.840.1.113883.3.5642,3,careforu,Care For U OID Root
2.16.840.1.113883.3.5643,3,fmch,Fort Madison Community Hospital
2.16.840.1.113883.3.5644,3,primarycareprofessionals,Primary Care Professionals OID Root
2.16.840.1.113883.3.5645,3,arcsol,Arcadia Solutions
2.16.840.1.113883.15,15,smExtCodesetRoot,Root Small Codesets External to HL7
2.16.840.1.113883.18,18,v2CodeSystemsRoot,Version 2.x Code Systems Root
2.16.840.1.113883.3.5646,3,ofrichterdpm,Ofrichter D.P.M. OID Root
2.16.840.1.113883.3.5647,3,fhcmo-FID,Family Health Center of Boone County
2.16.840.1.113883.3.5648,3,aulmrn,AUL MRN OID
2.16.840.1.113883.3.5649,3,aulfacilityoid,AUL Facility OID
2.16.840.1.113883.3.5650,3,aulprovideroid,AUL Provider OID
2.16.840.1.113883.3.5651,3,essehealth,Esse Health - American Multispecialty Group
2.16.840.1.113883.3.5652,3,partnersInterface,Partners Interface
2.16.840.1.113883.3.5653,3,premierob,PREMIER OBGYN
2.16.840.1.113883.3.5654,3,greenfootandanklecare,Green Foot and Ankle Care LLC 
2.16.840.1.113883.3.5655,3,sahOR,StAnthonyPendletonOR
2.16.840.1.113883.3.5656,3,mmrOR,MercyMedicalRoseburgOR
2.16.840.1.113883.3.5657,3,heritagemed,"Heritage Medical Associates, PA OID root"
2.16.840.1.113883.3.5658,3,cio,"Central Indiana Orthopedics, PC"
2.16.840.1.113883.3.1070.5976,17,mckesson-fusion-5976,mckesson-fusion-5976
1.2.36.1.2001.1005.53,3,hpi-based-accession-number,HPI-O based Accession Number
2.16.840.1.113883.3.5659,3,pHEX,Physio Extra
2.16.840.1.113883.17.4011,17,vsharma,Dr. V. Sharma M.D.
2.16.840.1.113883.3.5660,3,aec-nextgen-ehr-direct,Associated Eye Care
2.16.840.1.113883.3.1014.101,14,sOSDH-LW-LIMS,Oklahoma State Department of Health Labware LIMS
2.16.840.1.113883.3.5661,3,healthfirstcenter,Health First Center LLC OID Root
2.16.840.1.113883.3.2402.200.6856,17,physicians-computer-company-clients-lamorinda,Physician's Computer Company (PCC) Clients Lamorinda Pediatrics
2.16.840.1.113883.3.5662,3,tlhpodiatry,Tallahassee Podiatry Associates PA OID ROOT
2.16.840.1.113883.3.5663,3,vchrc,Via Christi Health Regional Clinics OID Root
2.16.840.1.113883.3.5664,3,mcphersonmedical,McPherson Medical and Surgical Associates OID Root
2.16.840.1.113883.3.5665,3,s4s,Solutions for Sight Optometric Associates P.C.
2.16.840.1.113883.3.1070.5983,17,mckesson-fusion-5983,mckesson-fusion-5983
2.16.840.1.113883.17.4012,17,cgmorgID,Compugroup Medical Organization ID
2.16.840.1.113883.17.4013,17,cgmproviderID,CompuGroup Medical Provider ID
2.16.840.1.113883.4.832,3,aIMA,Arcadia Internal Medicine Associates
2.16.840.1.113883.3.2402.200.6849,17,physicians-computer-company-clients-tendercare,Physician's Computer Company (PCC) Clients Tendercare Pediatrics
2.16.840.1.113883.3.4220.4.10954,14,urch,WELLPOINTE MEDICAL CENTER
2.16.840.1.113883.3.4220.4.10230,14,unecc,NORTHEAST CORPORATE CENTER
2.16.840.1.113883.3.5666,3,atchhosp,Atchison Hospital
2.16.840.1.113883.3.5667,3,leslienormanmd,Leslie Carol Norman
2.16.840.1.113883.3.5668,3,crmca,Cookeville Regional Medical Center Authority
2.16.840.1.113883.3.5669,3,frhs,FRHSCCD
2.16.840.1.113883.3.5670,3,frhst,FRHS-T
2.16.840.1.113883.3.5671,3,reliantRehab,Reliant Rehabilitation
2.16.840.1.113883.3.5672,3,nei,Northeastern Eye Institute
2.16.840.1.113883.4.833,4,stdominics-hne,St. Dominics-Jackson Memorial-HNE Enterprize number
2.16.840.1.113883.4.834,4,stdominics-mrn,St. Dominics-Jackson Memorial-MRN
2.16.840.1.113883.3.5673,3,lmhs-fl,Lee Memorial Health System
2.16.840.1.113883.3.1070.5990,17,mckesson-fusion-5990,mckesson-fusion-5990
2.16.840.1.113883.4.835,4,stdominics-provider,Provider St. Dominics-Jackson Memorial
2.16.840.1.113883.3.5674,3,professionalassociates,"Professional Associates In Surgery,LLP OID Root"
2.16.840.1.113883.3.5675,3,mhi,McGehee Hospital Inc - McGehee AR
2.16.840.1.113883.10.20.36,10,phmr1-2,Personal Healthcare Monitoring Report 1.2
2.16.840.1.113883.3.5673.100,14,lmhs-fl-lee,Lee Memorial Hospital Facility
2.16.840.1.113883.3.5673.200,14,lmhs-fl-hpmc,HealthPark Medical Center Facility
2.16.840.1.113883.3.5673.300,14,lmhs-fl-cch,Cape Coral Hospital Facility
2.16.840.1.113883.3.5673.400,14,lmhs-fl-gcmc,Gulf Coast Medical Center Facility
2.16.840.1.113883.3.5676,3,tent-1,"Tallahassee Ear, Nose & Throat - Head & Neck Surgery, PA"
2.16.840.1.113883.3.5677,3,crider,Crider Health Center
2.16.840.1.113883.4.836,4,lcoxmo-Branson,Cox Medical Center Branson
2.16.840.1.113883.3.5678,3,hhACRHealth-1,"AIDS Community Resources, Inc."
2.16.840.1.113883.3.5679,3,spectrumHG,Spectrum Healthcare Group OID Root
2.16.840.1.113883.3.5680,3,fmrc,Frasier Meadows Retirement Community
2.16.840.1.113883.3.5681,3,foxvalley,Fox Valley Immediate Care Center
2.16.840.1.113883.3.1070.5984,17,mckesson-fusion-5984,mckesson-Fusion-5984
2.16.840.1.113883.3.1157.103.1,14,rsolommd,"Richard Solomon, MD/BHMG"
2.16.840.1.113883.3.1157.104.1,14,mmgbhmg,Morristown Medical Group/BHMG
2.16.840.1.113883.3.5682,3,hhUpstateCP-01,Upstate Cerebral Palsy
2.16.840.1.113883.3.5683,3,hhCNYHHN-01,"CNYHHN, Inc."
2.16.840.1.113883.3.1157.105.1,14,pdellaquila,"Paul Dell'Aquila, MD/BHMG"
2.16.840.1.113883.3.1157.106.1,14,trcard,TR Cardiology Assoc/BHMG
2.16.840.1.113883.3.1157.107.1,14,njcarda,New Jersey Cardiology Assoc/BHMG
2.16.840.1.113883.3.5684,3,kawealab,Kaweah Delta Healthcare District Laboratory Result
2.16.840.1.113883.17.4014,17,mu-phi,ASHFORD CCD DIRECT MESSAGING 
2.16.840.1.113883.3.1070.5826,17,mckesson-fusion-5826,mckesson-fusion-5826
2.16.840.1.113883.3.1070.5985,17,mckesson-fusion-5985,mckesson-fusion-5985
2.16.840.1.113883.3.5685,3,acupera,Acupera Main OID
2.16.840.1.113883.3.5686,3,surgicalartspc,Surgical Arts PC OID Root
2.16.840.1.113883.3.5687,3,glmh,Grand Lake Mental Health
2.16.840.1.113883.9.183,3,enh,"Eastern Niagara Hospital, Inc."
2.16.840.1.113883.3.5688,3,arcard,Baptist Health dba Arkansas Cardiology
2.16.840.1.113883.3.5689,3,nHs-1,Nexus Health Systems
2.16.840.1.113883.3.5690,3,smhcs,Sarasota Memorial Health Care System
2.16.840.1.113883.3.5691,3,hhNeighborhoodCtr-01,The Neighborhood Center
2.16.840.1.113883.3.5692,3,hhNNYChildren-01,Childrens Home of Jefferson County
2.16.840.1.113883.3.5693,3,hhTLSNNY-01,Transitional Living Services of Northern New York
2.16.840.1.113883.3.5694,3,carolinaeye,Carolina Eye Care OID Root
2.16.840.1.113883.3.5695,3,cEDPV,Chicago Eye Doctors at Pearle Vision
2.16.840.1.113883.3.5696,3,prairiemed,Prairie Medical Group OID
2.16.840.1.113883.3.5697,3,pulmonaryphysicians,PULMONARY PHYSICIANS OF OKC OID ROOT
2.16.840.1.113883.3.5698,3,ams690,"Adult Medicine Specialist, Inc."
2.16.840.1.113883.3.5699,3,mchs,Mississippi County Hospital System
2.16.840.1.113883.3.5700,3,sza,"Dr. Simon Zmyslinski & Associates, P.L.L.C."
2.16.840.1.113883.3.5701,3,sza2,"Dr. Simon Zmyslinski & Associates, P.L.L.C."
2.16.840.1.113883.3.5702,3,shepherdshope,Shepherd's Hope OID Root
2.16.840.1.113883.3.5703,3,hhCayugaMH-01,Cayuga County Mental Health
2.16.840.1.113883.3.5704,3,hhLiberty-01,Liberty Resources
2.16.840.1.113883.3.5705,3,hhMVPCACT-01,Mohawk Valley Psychiatric Center ACT1
2.16.840.1.113883.3.5706,3,hhUnitedHelpers-01,United Helpers
2.16.840.1.113883.3.5707,3,hhStLawrenceCCS-01,St. Lawrence County Community Services
2.16.840.1.113883.3.5708,3,ironwood,"Ironwood Physicians, P.C."
2.16.840.1.113883.3.2169.5,14,lpnt-rhap,Lifepoint Health Rhapsody
2.16.840.1.113883.3.5709,3,provHosp,Providence Hospital
2.16.840.1.113883.9.184,3,melhammd,Thomas J Melham MD LLC OID root
2.16.840.1.113883.3.5710,3,cacc,"Rebecca A Beto, CEO"
2.16.840.1.113883.3.5711,3,oidFalconEHR,Root OID for Falcon EHR
2.16.840.1.113883.4.837,4,iuh-metig,Indiana University Health - IU Health Physiciana Primary Care
2.16.840.1.113883.4.838,4,iuh-cv,Indiana Univeristy Health Cardiovascular Clinics
2.16.840.1.113883.4.839,4,iuh-bw,Indiana University Health Methodist Medical Plaza
2.16.840.1.113883.4.840,4,iuh-ph,Indiana University Health Primary Care Physicians
2.16.840.1.113883.4.841,4,iuh-uc,Indiana University Health - University Hospital Clinics
2.16.840.1.113883.4.842,4,iuh-rn,Indiana University Health Riley Hospital at IUH North
2.16.840.1.113883.4.843,4,iuh-roc,Indiana Univerisity Health Riley Outpatient Center at IUH
2.16.840.1.113883.3.5712,3,langeec,Lange Eye Care & Associates PA
2.16.840.1.113883.17.4015,17,greenwood1310o,1310 Greenwood Jackson MI 49203
2.16.840.1.113883.3.5713,3,seprimarycare,Southeast Primary Care
2.16.840.1.113883.3.5714,3,sshosp,South Shore Hospital
2.16.840.1.113883.3.5715,3,pmc1,Palisades Medical Center
2.16.840.1.113883.3.6836.1,14,umsh-ufmg,Unity Family Medicine of Granger
2.16.840.1.113883.3.6836.2,14,umsh-ufms,Unity Family Medicine South Bend
2.16.840.1.113883.3.6836.3,14,umsh-ufmf,Unity Family Medicine Fulmer Road
2.16.840.1.113883.3.6836.4,14,umsh-fmcp,Family Medicine Center of Plymouth
2.16.840.1.113883.3.5716,3,ispineins,I-Spine Institute
1.2.36.1.2001.1005.54,3,hpi-based-report-identifier,HPI-O based Report Identifier
2.16.840.1.113883.17.4016,17,smarin,Stelian Marinescu MD PC
2.16.840.1.113883.3.5717,3,spcc-HIE,Southern Prairie Community Care HIE
2.16.840.1.113883.3.5718,3,fairchild,Fairchild Medical Center
2.16.840.1.113883.3.1106.5000,14,byh-bmg,BayCare's BMG Office Practices 
2.16.840.1.113883.3.5719,3,bcms,"Baker County Medical Services, Inc."
2.16.840.1.113883.3.5720,3,mshne,Midwest Surgical Hospital
2.16.840.1.113883.3.5721,3,summitregional,Summit Regional
2.16.840.1.113883.17.4017,17,medcpu-advisor-platform,MedCPU-Advisor-Platform Object Identifier
2.16.840.1.113883.3.5722,3,sjc,St. Joseph's/ Candler Health System
2.16.840.1.113883.3.5723,3,corinthcardiology,Corinth Cardiology OID Root
2.16.840.1.113883.3.5724,3,vwc,Virginia Women's Center
2.16.840.1.113883.17.4018,17,sblhsps,Sarah Bush Lincoln Health System PS
2.16.840.1.113883.3.5725,3,sblhsbh,Sarah Bush Lincoln Health System BH
2.16.840.1.113883.3.1147.4,14,ceh,"The Callahan Eye Hospital Health Care Authority, D/B/A UAB Callahan Eye Hospital"
2.16.840.1.113883.4.844,4,university-Of-Miami-Hospital,University Of Miami Hospital
2.16.840.1.113883.9.185,3,sylvester-Cancer-Center,Sylvester Cancer Center
2.16.840.1.113883.9.186,3,bascom-Plamer-Eye-Institute,Bascom Plamer Eye Institute
2.16.840.1.113883.3.5726,3,kellwestccd,Kell West Regional Hospital CCD
2.16.840.1.113883.3.5727,3,msuhc,MIchigan State University Health Care
2.16.840.1.113883.3.5728,3,app-uhc,Advocate Phsician Partners - UHC
2.16.840.1.113883.3.5729,3,app-medicaid,Advocate Physician Partners - Medicaid ACE
2.16.840.1.113883.3.5730,3,mhs-fl,Memorial Healthcare System
2.16.840.1.113883.17.4019,17,flagler-hospital,Flagler Hospital
2.16.840.1.113883.3.5730.100,17,mhs-fl-mrh,Memorial Regional Hospital
2.16.840.1.113883.3.5730.200,17,mhs-fl-rsc,Memorial Regional Hospital South
2.16.840.1.113883.3.5730.300,17,mhs-fl-jdch,Joe DiMaggio Children's Hospital
2.16.840.1.113883.3.5730.400,17,mhs-fl-mhw,Memorial Hospital West
2.16.840.1.113883.3.5730.500,17,mhs-fl-mhm,Memorial Hospital Miramar
2.16.840.1.113883.3.5730.600,17,mhs-fl-mhp,Memorial Hospital Pembroke
2.16.840.1.113883.3.1070.5993,17,mckesson-fusion-5993,mckesson-fusion-5993
2.16.840.1.113883.9.187,3,umMJHS,University Of Miami CCD From MJHS
2.16.840.1.113883.3.1355.1000,4,ahwest-AHPS,Adventist Health Physician Services
2.16.840.1.113883.3.3991.102,17,gl-urgent-care,Grand Ledge Urgent Care
2.16.840.1.113883.3.1070.5994,17,mckesson-fusion-5994,mckesson-fusion-5994
2.16.840.1.113883.3.3991.1035,17,lansing-obgyn-tbc,Lansing OBGYN Associates TBC
2.16.840.1.113883.3.3991.1036,17,pain-management-center,Sparrow Pain Management Center
2.16.840.1.113883.3.3991.1037,17,ashok-gupta,Ashok Gupta MD Eaton Rapids
2.16.840.1.113883.3.3991.1038,17,cristo-rey-fhc,Cristo Rey Family Health Clinic
2.16.840.1.113883.3.3991.1039,17,smg-voa,SMG Volunteers of America
2.16.840.1.113883.3.3991.1040,17,thomas-kelly,Thomas Kelly MD Eaton Rapids
2.16.840.1.113883.3.5731,3,jkaei,John-Kenyon American Eye Institute
2.16.840.1.113883.3.5732,3,brg,Baton Rouge General
2.16.840.1.113883.3.5733,3,atlropmed,Atlanta Ropheka Medical Center
2.16.840.1.113883.3.5734,3,valley-presbyterian-hospital,Valley Presbyterian Hospital
2.16.840.1.113883.3.5735,3,ahi1000,Adirondack Health Institute
2.16.840.1.113883.3.1070.5988,17,mckesson-fusion-5988,mckesson-fusion-5988
2.16.840.1.113883.3.5736,3,phccds,Pima Heart CCD/CCDA
2.16.840.1.113883.3.5737,3,scha-HIE,South Country Health Alliance - HIE
2.16.840.1.113883.3.5738,3,healthcentral,Health Central
2.16.840.1.113883.3.5739,3,ramc,Reedsburg Area Medical Center
2.16.840.1.113883.3.1355.1000.1000,4,ahps15DSpineOrtho,Glendale Spine Institute & Orthopedic Center
2.16.840.1.113883.4.845,4,eden,Electronic Death Entry Network OID
2.16.840.1.113883.10.14,10,cda-ig-BirthDefects,CDA Implementation Guide for Ambulatory and Hospital Healthcare Provider Reporting to Birth Defect Registries
2.16.840.1.113883.3.773.1.2.2.9,4,tdh-region-EMR-knox,Tennessee Department of Health EMR knox region
2.16.840.1.113883.3.5740,3,waim,west alabama internal medicine oid root
2.16.840.1.113883.3.5741,3,muhlenberg-community-hospital42345,Muhlenberg Community Hospital
2.16.840.1.113883.3.5742,3,hrmcFlorida,Healthmark Regional Medical Center
2.16.840.1.113883.3.2629.300,3,pardee-oid,Margaret R Pardee Hospital
2.16.840.1.113883.3.5743,3,cpagilmore2014,Capital Podiatry OID root
2.16.840.1.113883.3.5744,3,hfa,Hillside Family of Agencies
2.16.840.1.113883.3.5745,3,olollivingston,Our Lady of the Lake Livingston
2.16.840.1.113883.3.5746,3,havenridge,"Havenridge Consulting, LLC"
2.16.840.1.113883.3.5747,3,nmimed,Northern Michigan Medicine and Pediatrics
2.16.840.1.113883.3.5748,3,mmg,Meridian Medical Group
2.16.840.1.113883.3.5749,3,macpractice,Macpractice HL7 OID
2.16.840.1.113883.3.1355.1000.1001,4,ahpnGAMCEndoChevyChase,AHPN GAMC Endo - Chevy Chase
2.16.840.1.113883.3.1070.5991,17,mckesson-fusion-5991,mckesson-fusion-5991
2.16.840.1.113883.3.1097.1.1730059,17,chiari,Chiari Clinic
2.16.840.1.113883.3.1097.9.90310107,17,cw,Covenant - Joy/Soutfield
2.16.840.1.113883.3.1097.1.4730010,3,eafp,East Area Physicians
2.16.840.1.113883.3.1097.1.4730008,17,gacgp,Geriatric Assessment Center GP
2.16.840.1.113883.3.1355.1000.1002,4,gAPN-AGPCNG,AHPN GA Primary Care-North Glendale
2.16.840.1.113883.3.5750,3,wakemed,WakeMed Health and Hospitals
2.16.840.1.113883.3.5750.1,4,wakemedmrn,WakeMed Health and Hospitals MRN
2.16.840.1.113883.17.4020,17,wakemedcary,WakeMed Cary Hospital
2.16.840.1.113883.17.4021,17,wakmednorth,WakeMed North Healthplex
2.16.840.1.113883.17.4022,17,wakemedapex,WakeMed Apex Healthplex
2.16.840.1.113883.17.4023,17,wakemedbriercreek,WakeMed Brier Creek Healthplex
2.16.840.1.113883.17.4024,17,wakemedgarner,WakeMed Garner Healthplex
2.16.840.1.113883.2.46,2,hl7Slovenia,HL7 Slovenia
2.16.840.1.113883.3.1097.9.91840101,17,hvc,Heart and Vascular Care
2.16.840.1.113883.3.1097.9.91710101,17,nazpc,Nahed Zakaria M.D. P.C.
2.16.840.1.113883.3.1097.9.90510101,17,nim,George Nicoloff MD. PC.
2.16.840.1.113883.3.1097.1.2730018,17,nsatr,Neurosurgical Affiliates TR
2.16.840.1.113883.3.1097.1.1730080,17,nsaro,Neurosurgical Affiliates RO
2.16.840.1.113883.3.1097.1.1730081,17,pg,Pediatric Genetics MOB
2.16.840.1.113883.3.1097.1.4730011,17,ts,Thoracic Surgery GP
2.16.840.1.113883.3.1097.1.4730009,17,vpfm,Village Park Family Medicine (MHT)
2.16.840.1.113883.3.1097.9.91380106,17,fvr,"Frikker, Villalba, Robbins"
1.3.6.1.4.1.32898.1.4.2.1,4,shhg,Spectrum Health Hospital Group
1.3.6.1.4.1.32898.1.4.2.1000,4,shmg,Spectrum Health Medical Group
2.16.840.1.113883.3.5751,3,datalink,Datalink LLC
2.16.840.1.113883.3.5752,3,medisolvcqm,Medisolv Electronic Clinical Quality Measures
2.16.840.1.113883.3.5753,3,nchsi-vt,North Country Hospital root
2.16.840.1.113883.3.5754,3,aTlinfdis57,"Atlanta Infectious Disease Specialists, P.C."
2.16.840.1.113883.3.5755,3,fulton-county,Fulton County Hospital
2.16.840.1.113883.3.1106.775,3,byh-whw,Winter Haven Women's Hospital
2.16.840.1.113883.3.5569.1,14,bsapg-NextGen,BSA Physicians Group NextGen 
2.16.840.1.113883.3.5569.1.1,14,ng-EMR,BSA Physician's Group NextGen EMR
2.16.840.1.113883.3.5569.1.2.1,3,ng-0001,BSA Physician's Group NextGen Practice 0001
2.16.840.1.113883.3.5756,3,bvys,Buena Vida y Salud
2.16.840.1.113883.3.5757,3,lcmhs,Labette Center for Mental Health Services
2.16.840.1.113883.3.1355.1000.1003,4,gAPN-AGPG,AHPN GA Pediatrics-Glendale
2.16.840.1.113883.3.1355.1000.1004,4,gAPN-AGRCB,AHPN GA Rapid Care-Burbank
2.16.840.1.113883.3.1355.1000.1005,4,gAPN-AGRCG,AHPN GA Rapid Care-Glendale
2.16.840.1.113883.3.1355.1000.1006,4,sHPN-SHMSAM,AHPN SH Medical Specialties Addiction Medicine
2.16.840.1.113883.3.1355.1000.1007,4,sHPN-SHMSEHV,AHPN SH Medical Specialties ENT Hidden Valley
2.16.840.1.113883.3.1355.1000.1008,4,sHPN-SHMSEN,AHPN SH Medical Specialties ENT Napa
2.16.840.1.113883.3.1355.1000.1009,4,sHPN-SHMSEW,AHPN SH Medical Specialties ENT Woodland
